7/10/2019,382.769989,384.339996,362.679993,381,381,5878800
7/11/2019,381.100006,384.540009,378.799988,379.5,379.5,4336300
7/12/2019,378.679993,379.73999,372.790009,373.25,373.25,6636900
7/15/2019,372.940002,373.679993,362.299988,366.600006,366.600006,7944700
7/16/2019,370.089996,371.339996,364.920013,365.98999,365.98999,5863200
7/17/2019,366.25,366.5,361.75,362.440002,362.440002,13639500
7/18/2019,323.76001,329.850006,320.299988,325.209991,325.209991,31287100
7/19/2019,323.399994,325.850006,314.230011,315.100006,315.100006,16302500
7/22/2019,312,314.540009,305.809998,310.619995,310.619995,17718000
7/23/2019,311.440002,313.5,306,307.299988,307.299988,9171100
7/24/2019,310.51001,319.98999,307.25,317.940002,317.940002,11961800
7/25/2019,318.859985,327.690002,316.299988,326.459991,326.459991,10798500
7/26/2019,328.790009,336,327.5,335.779999,335.779999,10847500
7/29/2019,335.980011,336.399994,328.769989,332.700012,332.700012,5782800
7/30/2019,329.200012,329.649994,323.230011,325.929993,325.929993,6029300
7/31/2019,325.160004,331.769989,318.529999,322.98999,322.98999,6259500
8/1/2019,324.25,328.579987,318.73999,319.5,319.5,6563200
8/2/2019,317.48999,319.410004,311.799988,318.829987,318.829987,6280300
8/5/2019,310.959991,313.420013,304.679993,307.630005,307.630005,8692500
8/6/2019,310.579987,311.880005,305.299988,310.100006,310.100006,6179100
8/7/2019,302.559998,305,296.809998,304.290009,304.290009,9322400
8/8/2019,311.029999,316.359985,306.630005,315.899994,315.899994,5905900
8/9/2019,313.73999,316.640015,305.679993,308.929993,308.929993,5349100
8/12/2019,305.459991,312.890015,303.23999,310.829987,310.829987,6531700
8/13/2019,309.769989,316.429993,308.160004,312.279999,312.279999,5289400
8/14/2019,308.01001,308.410004,298.01001,299.109985,299.109985,7355800
8/15/2019,299.5,300.630005,288,295.76001,295.76001,9629200
8/16/2019,298.859985,303.549988,296.269989,302.799988,302.799988,6905800
8/19/2019,306.25,311.75,304.75,309.380005,309.380005,4942200
8/20/2019,304.570007,305,297.679993,298.98999,298.98999,7349900
8/21/2019,301.609985,302.880005,296.200012,297.809998,297.809998,5685400
8/22/2019,298.649994,300.329987,293.149994,296.929993,296.929993,4974200
8/23/2019,295,299.01001,290.320007,291.440002,291.440002,6324900
8/26/2019,295.23999,296.950012,292.5,294.980011,294.980011,4695700
8/27/2019,294.540009,296.769989,287.200012,291.029999,291.029999,6309400
8/28/2019,289.470001,292.820007,287.75,291.769989,291.769989,3955700
8/29/2019,295,299.929993,294.98999,296.779999,296.779999,4388500
8/30/2019,298.779999,298.940002,290.850006,293.75,293.75,4446400
9/3/2019,290.820007,293.899994,288.059998,289.290009,289.290009,3682800
9/4/2019,291.25,292.380005,286.51001,291.519989,291.519989,4652500
9/5/2019,285.320007,293.970001,282.790009,293.25,293.25,8966800
9/6/2019,293.350006,293.350006,287.029999,290.170013,290.170013,5166600
9/9/2019,294.809998,301.549988,290.600006,294.339996,294.339996,8232700
9/10/2019,291.160004,297.170013,282.660004,287.98999,287.98999,12320200
9/11/2019,285.700012,292.649994,284.609985,288.269989,288.269989,7405900
9/12/2019,288.100006,292.730011,286.600006,288.859985,288.859985,5010900
9/13/2019,290.609985,296.619995,290.040009,294.149994,294.149994,6583100
9/16/2019,294.230011,297.429993,289.779999,294.290009,294.290009,5307400
9/17/2019,294.5,299.149994,291.790009,298.600006,298.600006,4777100
9/18/2019,294.98999,296.049988,287.450012,291.559998,291.559998,7811100
9/19/2019,291.559998,293.809998,283.399994,286.600006,286.600006,8461300
9/20/2019,280.26001,282.5,266,270.75,270.75,23832800
9/23/2019,268.350006,273.390015,261.890015,265.920013,265.920013,13478600
9/24/2019,262.5,265,252.279999,254.589996,254.589996,16338200
9/25/2019,255.710007,266.600006,253.699997,264.75,264.75,11643800
9/26/2019,266.420013,268.049988,260.200012,263.309998,263.309998,7684000
9/27/2019,266.179993,267.440002,260.390015,263.079987,263.079987,7328300
9/30/2019,264,268.880005,262.779999,267.619995,267.619995,6727200
10/1/2019,267.350006,272.200012,264.029999,269.579987,269.579987,8650300
10/2/2019,263.609985,269.350006,262.190002,268.029999,268.029999,7659100
10/3/2019,267.779999,268.839996,257.01001,268.149994,268.149994,8951000
10/4/2019,268.200012,275.480011,266.470001,272.790009,272.790009,9890400
10/7/2019,271.98999,276.679993,271.279999,274.459991,274.459991,6525600
10/8/2019,273.029999,275.529999,270.640015,270.720001,270.720001,6276400
10/9/2019,270.019989,271,264.570007,267.529999,267.529999,6794400
10/10/2019,265.970001,280.529999,265.029999,280.480011,280.480011,10809100
10/11/2019,284.799988,287.869995,282.339996,282.929993,282.929993,8786100
10/14/2019,283.929993,286.929993,282,285.529999,285.529999,5513200
10/15/2019,283.820007,285.869995,279.399994,284.25,284.25,7685600
10/16/2019,283.119995,288.170013,280.73999,286.279999,286.279999,16175900
10/17/2019,304.48999,308.75,288.299988,293.350006,293.350006,38258900
10/18/2019,289.359985,290.899994,273.359985,275.299988,275.299988,23429900
10/21/2019,272.890015,279.940002,269,278.049988,278.049988,12599200
10/22/2019,271.160004,275.410004,265.799988,266.690002,266.690002,11802400
10/23/2019,268.059998,273.920013,266.630005,271.269989,271.269989,7133500
10/24/2019,271.809998,274.019989,268.799988,271.5,271.5,4827400
10/25/2019,270.679993,277.769989,270.179993,276.820007,276.820007,4747800
10/28/2019,278.049988,285.75,277.350006,281.859985,281.859985,6248400
10/29/2019,281.869995,284.410004,277.549988,281.209991,281.209991,4356200
10/30/2019,284.339996,293.48999,283,291.450012,291.450012,9345600
10/31/2019,291,291.450012,284.779999,287.410004,287.410004,5090000
11/1/2019,288.700012,289.119995,283.019989,286.809998,286.809998,5594300
11/4/2019,288,295.390015,287.160004,292.859985,292.859985,5566200
11/5/2019,289.98999,291.190002,286.309998,288.029999,288.029999,4062400
11/6/2019,288.190002,290.559998,285.839996,288.589996,288.589996,3438300
11/7/2019,290.700012,298.190002,288.269989,289.570007,289.570007,5928500
11/8/2019,288.730011,293.98999,287.51001,291.570007,291.570007,4509000
11/11/2019,289.160004,296.359985,288.5,294.179993,294.179993,3944300
11/12/2019,295.320007,295.350006,288.700012,292.01001,292.01001,5772800
11/13/2019,291.029999,293.410004,281.140015,283.109985,283.109985,9158900
11/14/2019,283.25,290.630005,283.220001,289.619995,289.619995,6529000
11/15/2019,290.589996,295.820007,287.570007,295.029999,295.029999,6333800
11/18/2019,296,304.98999,293.279999,302.570007,302.570007,8616600
11/19/2019,304.01001,305.670013,298.519989,302.600006,302.600006,5918000
11/20/2019,301.01001,308.25,301,305.160004,305.160004,5111800
11/21/2019,306,312.690002,304.26001,311.690002,311.690002,7488400
11/22/2019,309.100006,311.399994,304.410004,310.480011,310.480011,5970100
11/25/2019,308.829987,315.730011,305.25,315.549988,315.549988,7873900
11/26/2019,315,316.5,311.690002,312.48999,312.48999,5321000
11/27/2019,313.929993,316.820007,312.75,315.929993,315.929993,4096900
11/29/2019,315.779999,316.619995,313.339996,314.660004,314.660004,2411700
12/2/2019,314.390015,314.390015,303.75,309.98999,309.98999,6218800
12/3/2019,302.220001,307.359985,301.880005,306.160004,306.160004,4992800
12/4/2019,308.429993,308.429993,303.269989,304.320007,304.320007,3512100
12/5/2019,305.269989,306.480011,298.809998,302.859985,302.859985,4615500
12/6/2019,304.700012,307.850006,302.600006,307.350006,307.350006,4457800
12/9/2019,307.350006,311.48999,302.440002,302.5,302.5,5748400
12/10/2019,296.119995,298.940002,292.019989,293.119995,293.119995,10476100
12/11/2019,294.48999,299.429993,294.200012,298.929993,298.929993,5589800
12/12/2019,295.670013,299.170013,295.059998,298.440002,298.440002,4766600
12/13/2019,298.5,301.799988,297.25,298.5,298.5,3879700
12/16/2019,300.850006,305.709991,298.630005,304.209991,304.209991,4658900
12/17/2019,307.359985,316.799988,306.600006,315.480011,315.480011,10427100
12/18/2019,316.26001,325.359985,315.600006,320.799988,320.799988,11207400
12/19/2019,324.5,332.829987,324.179993,332.220001,332.220001,9822300
12/20/2019,335,338,330.600006,336.899994,336.899994,9914900
12/23/2019,337.76001,337.950012,331.019989,333.100006,333.100006,5765300
12/24/2019,334.01001,335.700012,331.600006,333.200012,333.200012,2019300
12/26/2019,334.600006,336.459991,332.01001,332.630005,332.630005,3589900
12/27/2019,332.959991,333.820007,326.01001,329.089996,329.089996,5036100
12/30/2019,329.079987,329.190002,322.859985,323.309998,323.309998,4311500
12/31/2019,322,324.920013,321.089996,323.570007,323.570007,3713300
1/2/2020,326.100006,329.980011,324.779999,329.809998,329.809998,4485800
1/3/2020,326.779999,329.859985,325.529999,325.899994,325.899994,3806900
1/6/2020,323.119995,336.359985,321.200012,335.829987,335.829987,5663100
1/7/2020,336.470001,336.700012,330.299988,330.75,330.75,4703200
1/8/2020,331.48999,342.700012,331.049988,339.26001,339.26001,7104500
1/9/2020,342,343.420013,334.609985,335.660004,335.660004,4709300
1/10/2020,337.130005,338.5,327.269989,329.049988,329.049988,4718300
1/13/2020,331.799988,340.850006,331.51001,338.920013,338.920013,6290000
1/14/2020,344.399994,345.380005,335.519989,338.690002,338.690002,7199400
1/15/2020,338.679993,343.170013,336.600006,339.070007,339.070007,5158000
1/16/2020,343.5,343.559998,335.850006,338.619995,338.619995,5016000
1/17/2020,341,341.570007,337.380005,339.670013,339.670013,6066500
1/21/2020,340,341,332.589996,338.109985,338.109985,14350300
1/22/2020,332.549988,336.299988,323.600006,326,326,21730000
1/23/2020,326.040009,349.880005,325.01001,349.600006,349.600006,18200300
1/24/2020,348.459991,359.850006,345.880005,353.160004,353.160004,17939700
1/27/2020,345.950012,351.899994,341.019989,342.880005,342.880005,7709500
1/28/2020,345.880005,352.399994,342.779999,348.519989,348.519989,6821600
1/29/2020,349,349.399994,338.549988,343.160004,343.160004,7643500
1/30/2020,341.100006,348.200012,339.25,347.73999,347.73999,5328100
1/31/2020,347.390015,347.390015,340.980011,345.089996,345.089996,5230000
2/3/2020,347.23999,359.630005,346.279999,358,358,6670600
2/4/2020,361,369.570007,356.100006,369.01001,369.01001,7161500
2/5/2020,375.130005,375.25,362.299988,369.670013,369.670013,6437000
2/6/2020,369.600006,371.549988,362.51001,366.950012,366.950012,3920400
2/7/2020,365.040009,371.799988,363.570007,366.769989,366.769989,4385200
2/10/2020,365,374.799988,362.519989,371.070007,371.070007,5294100
2/11/2020,373.75,378.109985,369.720001,373.690002,373.690002,4772900
2/12/2020,377.179993,380.619995,375.880005,380.01001,380.01001,4624800
2/13/2020,376.959991,385.369995,376.51001,381.399994,381.399994,4485400
2/14/2020,381.470001,385.149994,379.429993,380.399994,380.399994,3736300
2/18/2020,379.299988,389.540009,379.190002,387.779999,387.779999,5173900
2/19/2020,388.119995,392.950012,384.899994,386.190002,386.190002,4896400
2/20/2020,386.559998,389.700012,376.679993,386,386,4079400
2/21/2020,385.329987,387.320007,377.899994,380.070007,380.070007,3930100
2/24/2020,364.76001,372.820007,361,368.700012,368.700012,6936400
2/25/2020,372,375.649994,357.720001,360.089996,360.089996,6481200
2/26/2020,366.309998,382,365,379.23999,379.23999,8934100
2/27/2020,371.459991,391.559998,370.600006,371.709991,371.709991,10967700
2/28/2020,364.209991,376.769989,356.799988,369.029999,369.029999,11168600
3/2/2020,373.109985,381.359985,364.5,381.049988,381.049988,6997900
3/3/2020,381.029999,393.519989,367.399994,368.769989,368.769989,8364600
3/4/2020,377.769989,384.01001,370.51001,383.790009,383.790009,5487300
3/5/2020,381,391.399994,368.640015,372.779999,372.779999,8747000
3/6/2020,367.700012,371.309998,356.850006,368.970001,368.970001,8147200
3/9/2020,343.859985,357.470001,341.720001,346.48999,346.48999,7405500
3/10/2020,356.429993,364.540009,347.850006,364.130005,364.130005,7604400
3/11/2020,358.920013,362.980011,344.790009,349.920013,349.920013,6036000
3/12/2020,326.5,335.720001,307.320007,315.25,315.25,12071600
3/13/2020,330.51001,336.420013,307.390015,336.299988,336.299988,9458200
3/16/2020,306.630005,334.350006,294.75,298.839996,298.839996,10559900
3/17/2020,306.190002,322.899994,290.25,319.75,319.75,10013900
3/18/2020,302.399994,331.579987,300,315.470001,315.470001,12593600
3/19/2020,324.329987,348.51001,316.820007,332.029999,332.029999,10616000
3/20/2020,342.309998,350.48999,332,332.829987,332.829987,10853800
3/23/2020,347.890015,366.109985,340.880005,360.269989,360.269989,13449400
3/24/2020,369.98999,372.929993,353.029999,357.320007,357.320007,11638700
3/25/2020,361.019989,362,339.170013,342.390015,342.390015,8767200
3/26/2020,344,363.839996,341.730011,362.98999,362.98999,7229600
3/27/2020,359.089996,368.559998,353,357.119995,357.119995,7948800
3/30/2020,363,377.799988,361.170013,370.959991,370.959991,8622000
3/31/2020,367.929993,383.01001,366.440002,375.5,375.5,9366500
4/1/2020,376.049988,380.230011,361.019989,364.079987,364.079987,6672500
4/2/2020,364.079987,370.98999,360.059998,370.079987,370.079987,4592500
4/3/2020,367.470001,370.899994,357.51001,361.76001,361.76001,4860800
4/6/2020,365.220001,380.290009,361.709991,379.959991,379.959991,8183900
4/7/2020,380,381.329987,369.339996,372.279999,372.279999,7046400
4/8/2020,374.01001,378.390015,368.309998,371.119995,371.119995,6908900
4/9/2020,371.059998,372.100006,363.029999,370.720001,370.720001,7711300
4/13/2020,371.309998,400.51001,367.700012,396.720001,396.720001,11692900
4/14/2020,397.5,417.820007,394.850006,413.549988,413.549988,11581000
4/15/2020,413,434.980011,412.25,426.75,426.75,13561200
4/16/2020,437,449.519989,431.609985,439.170013,439.170013,16128700
4/17/2020,431,432,414.700012,422.959991,422.959991,12616300
4/20/2020,435.170013,444.48999,430.559998,437.48999,437.48999,12655800
4/21/2020,444.769989,447,425.600006,433.829987,433.829987,23177600
4/22/2020,429.730011,433,413,421.420013,421.420013,21084800
4/23/2020,419.26001,438.410004,419.26001,426.700012,426.700012,13952300
4/24/2020,425,427.170013,415.880005,424.98999,424.98999,8658900
4/27/2020,425,429,420.839996,421.380005,421.380005,6277500
4/28/2020,419.98999,421,402.910004,403.829987,403.829987,10101200
4/29/2020,399.529999,415.859985,393.600006,411.890015,411.890015,9693100
4/30/2020,410.309998,424.440002,408,419.850006,419.850006,7954000
5/1/2020,415.100006,427.970001,411.730011,415.269989,415.269989,8299900
5/4/2020,417.779999,428.540009,414.869995,428.149994,428.149994,7799100
5/5/2020,427.559998,431,421.559998,424.679993,424.679993,6286300
5/6/2020,429.299988,439.769989,426.390015,434.26001,434.26001,6660700
5/7/2020,436.890015,438.880005,430.660004,436.529999,436.529999,5641900
5/8/2020,434.140015,442,433.640015,435.549988,435.549988,5049300
5/11/2020,436.329987,444.890015,435.559998,440.519989,440.519989,5486000
5/12/2020,442,444.170013,431.359985,431.820007,431.820007,4598200
5/13/2020,435.690002,447,427.269989,438.269989,438.269989,7014600
5/14/2020,444.899994,452.380005,432.820007,441.950012,441.950012,9007500
5/15/2020,440.700012,455,437.51001,454.190002,454.190002,7244000
5/18/2020,451.160004,456.359985,443.350006,452.579987,452.579987,7773500
5/19/2020,453.399994,458.970001,450.470001,451.040009,451.040009,4810500
5/20/2020,454.25,455.809998,444,447.670013,447.670013,5607300
5/21/2020,448.559998,448.959991,430.25,436.25,436.25,9117300
5/22/2020,437,439.089996,427.179993,429.320007,429.320007,5422300
5/26/2020,427.769989,428.5,413.140015,414.769989,414.769989,7881100
5/27/2020,410.380005,420.019989,397.859985,419.890015,419.890015,10446300
5/28/2020,417.23999,422.369995,411.5,413.440002,413.440002,5655100
5/29/2020,417.459991,420.299988,411.850006,419.730011,419.730011,5254900
6/1/2020,418.829987,426.720001,415.980011,425.920013,425.920013,3743700
6/2/2020,425.869995,427.589996,419.459991,427.309998,427.309998,3494800
6/3/2020,426.950012,427.100006,418.049988,421.970001,421.970001,4316000
6/4/2020,422.390015,428.709991,410.029999,414.329987,414.329987,5410500
6/5/2020,407.290009,420.23999,404.25,419.600006,419.600006,5099600
6/8/2020,416,420.799988,406.5,419.48999,419.48999,5851500
6/9/2020,421.649994,434.730011,420.309998,434.049988,434.049988,6797000
6/10/2020,436,439.690002,430.549988,434.480011,434.480011,4896900
6/11/2020,428.200012,445.570007,424.160004,425.559998,425.559998,7462900
6/12/2020,429,434.059998,412.450012,418.070007,418.070007,6461100
6/15/2020,421.399994,426.48999,415.420013,425.5,425.5,4467900
6/16/2020,425.76001,437.959991,425.179993,436.130005,436.130005,5507900
6/17/2020,441.820007,450.459991,439.220001,447.769989,447.769989,6529600
6/18/2020,448.730011,452.76001,442.799988,449.869995,449.869995,4277600
6/19/2020,449.119995,453.970001,445.600006,453.720001,453.720001,5934500
6/22/2020,455.01001,468.589996,454.209991,468.040009,468.040009,6272100
6/23/2020,466.5,474.01001,464.5,466.26001,466.26001,5948400
6/24/2020,468.540009,472.359985,454,457.850006,457.850006,4826200
6/25/2020,458.859985,467.01001,454,465.910004,465.910004,4134500
6/26/2020,466.390015,468.029999,442.23999,443.399994,443.399994,6804700
6/29/2020,445.230011,447.670013,432.140015,447.23999,447.23999,4844000
6/30/2020,450.019989,457.589996,447,455.040009,455.040009,4198500
7/1/2020,454,488.230011,454,485.640015,485.640015,9705900
7/2/2020,485.640015,492.279999,475.529999,476.890015,476.890015,6351500
7/6/2020,480.769989,499.5,479.799988,493.809998,493.809998,7839000
7/7/2020,497.309998,504.820007,490.829987,493.160004,493.160004,5669900
7/8/2020,498.579987,505.100006,493.809998,502.779999,502.779999,5691700
7/9/2020,508.399994,510,495.779999,507.76001,507.76001,5840500
7/10/2020,519.72998,555.880005,511.279999,548.72998,548.72998,21605600
7/13/2020,567.97998,575.369995,520.960022,525.5,525.5,18399000
7/14/2020,517.080017,525.5,490.48999,524.880005,524.880005,15083300
7/15/2020,516.299988,529,510.179993,523.26001,523.26001,10066700
7/16/2020,526.47998,535.539978,504.359985,527.390015,527.390015,24499000
7/17/2020,494.869995,503.589996,484.140015,492.98999,492.98999,24991400
7/20/2020,489.140015,504.5,484.200012,502.410004,502.410004,11940300
7/21/2020,506,506.220001,488.609985,490.100006,490.100006,9113700
7/22/2020,492.190002,497.200012,487.200012,489.820007,489.820007,6954100
7/23/2020,491.130005,491.899994,472.019989,477.579987,477.579987,7722000
7/24/2020,468.769989,487.170013,467.540009,480.450012,480.450012,7746200
7/27/2020,484.51001,496.920013,482.309998,495.649994,495.649994,7863100
7/28/2020,496.019989,497.790009,487.76001,488.51001,488.51001,5986700
7/29/2020,492.25,494.920013,484.130005,484.480011,484.480011,6611800
7/30/2020,480.709991,488.350006,477.51001,485.799988,485.799988,6608600
7/31/2020,488.290009,494.799988,484.5,488.880005,488.880005,5916300
8/3/2020,490.859985,503.089996,490.230011,498.619995,498.619995,5873100
8/4/2020,498.649994,510.440002,498.649994,509.640015,509.640015,5608000
8/5/2020,508.679993,510.100006,501.200012,502.109985,502.109985,4308200
8/6/2020,504.109985,510.820007,498.700012,509.079987,509.079987,3725900
8/7/2020,505.450012,508.290009,486.679993,494.730011,494.730011,5910300
8/10/2020,493.350006,497.459991,478.630005,483.380005,483.380005,4691200
8/11/2020,479.75,480.920013,466.549988,466.929993,466.929993,7329200
8/12/2020,471.339996,482.48999,470.179993,475.470001,475.470001,5439200
8/13/2020,478.399994,484.450012,476.450012,481.329987,481.329987,3008900
8/14/2020,482.820007,488.329987,480.209991,482.679993,482.679993,2943500
8/17/2020,484.190002,486.23999,479.100006,482.350006,482.350006,2423500
8/18/2020,484.350006,495.299988,482.799988,491.869995,491.869995,3505500
8/19/2020,493.929993,494.5,483.5,484.529999,484.529999,3156200
8/20/2020,484.690002,498.940002,483.890015,497.899994,497.899994,5132500
8/21/2020,496.459991,498.130005,490,492.309998,492.309998,3921300
8/24/2020,495.440002,501,483.160004,488.809998,488.809998,4762200
8/25/2020,488.190002,492.470001,485.089996,490.579987,490.579987,5727700
8/26/2020,492.5,549.039978,492.079987,547.530029,547.530029,20373700
8/27/2020,537.780029,541,521.25,526.27002,526.27002,9062900
8/28/2020,532,539,522,523.890015,523.890015,4417500
8/31/2020,521.159973,531.98999,517.580017,529.559998,529.559998,4941400
9/1/2020,532.599976,557.390015,532.450012,556.549988,556.549988,9572700
9/2/2020,553.780029,556.5,537.369995,552.840027,552.840027,5886900
9/3/2020,545,554,521.320007,525.75,525.75,9071100
9/4/2020,520.179993,527.359985,485.980011,516.049988,516.049988,8270100
9/8/2020,498.399994,522,495,507.019989,507.019989,5572700
9/9/2020,519.210022,520,492.570007,500.190002,500.190002,6848100
9/10/2020,503.350006,506.290009,478.839996,480.670013,480.670013,6240200
9/11/2020,486.48999,493.730011,476.809998,482.029999,482.029999,5035200
9/14/2020,480.619995,488.98999,471.299988,476.26001,476.26001,7359100
9/15/2020,484,497.470001,481.630005,495.98999,495.98999,5337000
9/16/2020,499.98999,504.660004,483.309998,483.859985,483.859985,4394900
9/17/2020,475.160004,478.399994,463.269989,470.200012,470.200012,5379300
9/18/2020,472.51001,479.399994,458.600006,469.959991,469.959991,6717700
9/21/2020,467.690002,487.779999,466.320007,487.350006,487.350006,5457500
9/22/2020,489.01001,491.820007,479.26001,491.170013,491.170013,3482300
9/23/2020,491.040009,491.040009,469,470.609985,470.609985,3726400
9/24/2020,470.529999,477,467.820007,473.079987,473.079987,3727200
9/25/2020,474.390015,484.869995,468.029999,482.880005,482.880005,3769400
9/28/2020,489.109985,492,477.880005,490.649994,490.649994,4773500
9/29/2020,489.5,496.290009,486.529999,493.480011,493.480011,3541500
9/30/2020,492.570007,504.630005,489.269989,500.029999,500.029999,4634100
10/1/2020,506.029999,529.549988,503.600006,527.51001,527.51001,8153700
10/2/2020,516.429993,526.369995,502.700012,503.059998,503.059998,6071200
10/5/2020,506.799988,520.98999,501.700012,520.650024,520.650024,4088100
10/6/2020,518.719971,521.820007,504.160004,505.869995,505.869995,4199000
10/7/2020,518,536.48999,515.820007,534.659973,534.659973,7988700
10/8/2020,533.47998,535,524.150024,531.789978,531.789978,5386500
10/9/2020,537.830017,544.280029,535,539.440002,539.440002,4781300
10/12/2020,548.809998,551.809998,538.23999,539.809998,539.809998,5391100
10/13/2020,540.559998,557.650024,537.200012,554.090027,554.090027,5602500
10/14/2020,562.609985,572.48999,541,541.450012,541.450012,9499000
10/15/2020,545.52002,551.219971,535.099976,541.940002,541.940002,5113100
10/16/2020,549.5,554.330017,530.030029,530.789978,530.789978,6347400
10/19/2020,537.070007,541.799988,525.380005,530.719971,530.719971,7567500
10/20/2020,528.140015,533.780029,522.26001,525.419983,525.419983,10047200
10/21/2020,501.029999,506.850006,488.25,489.049988,489.049988,17405700
10/22/2020,494.690002,495.140015,482,485.230011,485.230011,6997900
10/23/2020,488.109985,490.059998,481.350006,488.279999,488.279999,4927900
10/26/2020,487.029999,496.820007,478.899994,488.23999,488.23999,6186100
10/27/2020,490.01001,490.48999,482.929993,488.929993,488.929993,3627200
10/28/2020,486.359985,494,483.279999,486.23999,486.23999,5992700
10/29/2020,488.5,513.900024,479.339996,504.209991,504.209991,11120700
10/30/2020,502.01001,505.880005,472.209991,475.73999,475.73999,7807900
11/2/2020,478.869995,486.299988,475,484.119995,484.119995,4408200
11/3/2020,484.929993,495.309998,478.76001,487.220001,487.220001,3690200
11/4/2020,495.359985,507.730011,493.980011,496.950012,496.950012,5137300
11/5/2020,506.559998,518.72998,503.450012,513.76001,513.76001,5372800
11/6/2020,515,515.210022,502.51001,514.72998,514.72998,4236300
11/9/2020,485.540009,495.850006,467.26001,470.5,470.5,10419700
11/10/2020,470.950012,484.600006,463.410004,480.23999,480.23999,8306100
11/11/2020,483,491.679993,478.26001,490.76001,490.76001,5460500
11/12/2020,491,496.519989,480.429993,486.769989,486.769989,5063700
11/13/2020,486.769989,488.940002,477.799988,482.839996,482.839996,3002700
11/16/2020,480,485.579987,477.299988,479.100006,479.100006,3953600
11/17/2020,480.119995,487.51001,478.850006,480.630005,480.630005,3698100
11/18/2020,481.950012,488.609985,477.720001,481.790009,481.790009,3629200
11/19/2020,482,487.799988,480.470001,484.670013,484.670013,2254700
11/20/2020,485.220001,494.76001,481.570007,488.23999,488.23999,4253400
11/23/2020,490.459991,491.149994,475.839996,476.619995,476.619995,5416600
11/24/2020,478.839996,484.049988,475.890015,482.880005,482.880005,3550500
11/25/2020,485.130005,486.899994,478.920013,485,485,3598600
11/27/2020,486.579987,493.25,481.850006,491.359985,491.359985,2805800
11/30/2020,490.079987,492.549988,481.269989,490.700012,490.700012,3530900
12/1/2020,492.339996,509.470001,491.980011,504.579987,504.579987,5052700
12/2/2020,501.619995,506.799988,493.5,503.380005,503.380005,3028400
12/3/2020,502.98999,508.769989,496.040009,497.519989,497.519989,2826100
12/4/2020,497.5,504.5,493.640015,498.309998,498.309998,3666200
12/7/2020,500.01001,517.76001,497.769989,515.780029,515.780029,4289300
12/8/2020,517.900024,521.48999,505.549988,512.659973,512.659973,4229000
12/9/2020,510.529999,514.5,491.290009,493.600006,493.600006,4178800
12/10/2020,494.559998,503.769989,492.910004,501.089996,501.089996,3018200
12/11/2020,495,503.339996,494.850006,503.220001,503.220001,3210900
12/14/2020,505.440002,524.159973,501.179993,522.419983,522.419983,5770400
12/15/2020,518.5,524.700012,513.559998,519.780029,519.780029,3394900
12/16/2020,520.109985,527.380005,517.690002,524.830017,524.830017,3682400
12/17/2020,529,535.48999,526.440002,532.900024,532.900024,3193400
12/18/2020,533.200012,536.369995,526.02002,534.450012,534.450012,4502700
12/21/2020,530.049988,532.619995,521.150024,528.909973,528.909973,3894000
12/22/2020,527.690002,530.400024,520.5,527.330017,527.330017,1906600
12/23/2020,524.76001,526.320007,514.200012,514.47998,514.47998,2393200
12/24/2020,515.119995,519.349976,512.210022,513.969971,513.969971,1144000
12/28/2020,516.429993,523.659973,507.130005,519.119995,519.119995,2891900
